IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.25.143.207,4,4,0.00,5.93,0.00
104.17.198.127,4,4,0.00,5.93,0.00
104.16.238.165,4,4,0.00,5.93,0.00
104.25.165.197,4,4,0.00,5.93,0.00
104.17.74.150,4,4,0.00,5.93,0.00
104.25.152.17,4,4,0.00,5.94,0.00
104.19.35.22,4,4,0.00,5.94,0.00
104.16.247.93,4,4,0.00,5.95,0.00
104.25.207.34,4,4,0.00,5.95,0.00
104.19.90.71,4,4,0.00,5.95,0.00
104.17.208.44,4,4,0.00,5.96,0.00
162.159.201.135,4,4,0.00,5.96,0.00
104.19.27.114,4,4,0.00,5.96,0.00
104.25.44.72,4,4,0.00,5.96,0.00
104.19.55.2,4,4,0.00,5.96,0.00
104.19.118.88,4,4,0.00,5.96,0.00
104.20.50.203,4,4,0.00,5.96,0.00
104.25.138.132,4,4,0.00,5.96,0.00
104.17.58.61,4,4,0.00,5.96,0.00
104.25.81.39,4,4,0.00,5.97,0.00
104.25.236.67,4,4,0.00,5.97,0.00
104.17.93.175,4,4,0.00,5.97,0.00
104.17.112.228,4,4,0.00,5.97,0.00
104.18.105.155,4,4,0.00,5.97,0.00
104.25.242.162,4,4,0.00,5.97,0.00
104.25.115.124,4,4,0.00,5.97,0.00
104.20.37.163,4,4,0.00,5.97,0.00
104.25.68.75,4,4,0.00,5.97,0.00
104.17.122.98,4,4,0.00,5.98,0.00
104.17.243.204,4,4,0.00,5.98,0.00
104.18.216.38,4,4,0.00,5.98,0.00
104.25.61.11,4,4,0.00,5.99,0.00
104.18.42.116,4,4,0.00,5.99,0.00
104.25.6.157,4,4,0.00,5.99,0.00
104.20.54.186,4,4,0.00,5.99,0.00
104.17.206.244,4,4,0.00,5.99,0.00
104.25.119.109,4,4,0.00,6.00,0.00
104.19.163.170,4,4,0.00,6.00,0.00
104.25.204.99,4,4,0.00,6.00,0.00
104.17.180.208,4,4,0.00,6.00,0.00
104.25.124.103,4,4,0.00,6.00,0.00
104.19.211.116,4,4,0.00,6.01,0.00
104.27.6.57,4,4,0.00,6.01,0.00
104.20.26.176,4,4,0.00,6.02,0.00
104.25.5.60,4,4,0.00,6.02,0.00
104.16.138.139,4,4,0.00,6.02,0.00
104.25.51.150,4,4,0.00,6.02,0.00
104.25.62.253,4,4,0.00,6.02,0.00
104.16.191.89,4,4,0.00,6.02,0.00
104.17.45.62,4,4,0.00,6.03,0.00
104.17.123.166,4,4,0.00,6.03,0.00
104.17.40.87,4,4,0.00,6.03,0.00
104.17.44.175,4,4,0.00,6.03,0.00
104.17.12.232,4,4,0.00,6.03,0.00
104.17.63.107,4,4,0.00,6.03,0.00
104.16.100.115,4,4,0.00,6.03,0.00
104.25.126.227,4,4,0.00,6.04,0.00
104.20.42.32,4,4,0.00,6.04,0.00
104.17.255.176,4,4,0.00,6.04,0.00
104.20.52.98,4,4,0.00,6.04,0.00
104.17.54.14,4,4,0.00,6.04,0.00
104.25.197.44,4,4,0.00,6.05,0.00
104.19.240.39,4,4,0.00,6.05,0.00
104.17.51.57,4,4,0.00,6.05,0.00
104.25.42.75,4,4,0.00,6.05,0.00
104.25.98.212,4,4,0.00,6.05,0.00
104.17.110.175,4,4,0.00,6.05,0.00
104.18.243.104,4,4,0.00,6.05,0.00
104.17.107.192,4,4,0.00,6.06,0.00
104.18.242.177,4,4,0.00,6.06,0.00
104.25.183.167,4,4,0.00,6.06,0.00
104.17.48.226,4,4,0.00,6.06,0.00
104.19.226.208,4,4,0.00,6.06,0.00
104.25.214.138,4,4,0.00,6.07,0.00
104.17.39.50,4,4,0.00,6.07,0.00
104.20.35.60,4,4,0.00,6.07,0.00
104.17.233.51,4,4,0.00,6.07,0.00
104.17.147.75,4,4,0.00,6.07,0.00
104.20.29.158,4,4,0.00,6.08,0.00
104.25.136.247,4,4,0.00,6.08,0.00
104.19.30.180,4,4,0.00,6.08,0.00
104.25.11.42,4,4,0.00,6.09,0.00
104.25.29.108,4,4,0.00,6.09,0.00
172.64.146.8,4,4,0.00,6.09,0.00
104.25.36.34,4,4,0.00,6.09,0.00
104.18.231.103,4,4,0.00,6.10,0.00
104.17.195.211,4,4,0.00,6.10,0.00
104.20.20.30,4,4,0.00,6.10,0.00
104.25.127.207,4,4,0.00,6.10,0.00
104.18.198.49,4,4,0.00,6.10,0.00
104.18.9.211,4,4,0.00,6.10,0.00
104.17.83.76,4,4,0.00,6.11,0.00
104.25.57.71,4,4,0.00,6.11,0.00
104.17.36.134,4,4,0.00,6.11,0.00
104.19.95.59,4,4,0.00,6.11,0.00
104.17.80.124,4,4,0.00,6.13,0.00
104.19.40.159,4,4,0.00,6.13,0.00
104.17.32.184,4,4,0.00,6.13,0.00
104.25.148.198,4,4,0.00,6.13,0.00
104.17.81.210,4,4,0.00,6.14,0.00
104.18.31.133,4,4,0.00,6.14,0.00
104.17.194.14,4,4,0.00,6.14,0.00
104.17.116.123,4,4,0.00,6.14,0.00
104.19.57.93,4,4,0.00,6.14,0.00
104.17.177.111,4,4,0.00,6.14,0.00
104.18.0.211,4,4,0.00,6.14,0.00
104.17.196.192,4,4,0.00,6.14,0.00
104.17.79.251,4,4,0.00,6.14,0.00
104.19.104.145,4,4,0.00,6.14,0.00
104.17.244.96,4,4,0.00,6.15,0.00
104.17.11.57,4,4,0.00,6.15,0.00
104.17.14.150,4,4,0.00,6.15,0.00
104.18.179.100,4,4,0.00,6.15,0.00
104.19.129.98,4,4,0.00,6.15,0.00
104.16.229.130,4,4,0.00,6.15,0.00
104.18.19.203,4,4,0.00,6.16,0.00
104.25.146.238,4,4,0.00,6.16,0.00
104.19.36.19,4,4,0.00,6.17,0.00
104.17.140.144,4,4,0.00,6.17,0.00
104.20.12.242,4,4,0.00,6.17,0.00
104.25.71.192,4,4,0.00,6.17,0.00
104.16.188.113,4,4,0.00,6.18,0.00
104.17.87.172,4,4,0.00,6.18,0.00
104.18.118.14,4,4,0.00,6.18,0.00
104.25.74.43,4,4,0.00,6.18,0.00
104.17.202.26,4,4,0.00,6.18,0.00
104.25.104.73,4,4,0.00,6.18,0.00
104.25.56.201,4,4,0.00,6.18,0.00
104.17.201.223,4,4,0.00,6.18,0.00
104.17.217.56,4,4,0.00,6.18,0.00
104.17.228.179,4,4,0.00,6.19,0.00
104.17.86.251,4,4,0.00,6.20,0.00
104.25.184.29,4,4,0.00,6.20,0.00
104.19.156.236,4,4,0.00,6.20,0.00
104.18.181.208,4,4,0.00,6.20,0.00
104.18.254.30,4,4,0.00,6.20,0.00
104.25.1.82,4,4,0.00,6.21,0.00
104.25.166.73,4,4,0.00,6.21,0.00
104.19.222.171,4,4,0.00,6.21,0.00
104.17.251.134,4,4,0.00,6.21,0.00
104.25.123.227,4,4,0.00,6.21,0.00
104.17.237.227,4,4,0.00,6.21,0.00
104.25.181.214,4,4,0.00,6.22,0.00
104.25.50.5,4,4,0.00,6.22,0.00
104.17.213.76,4,4,0.00,6.22,0.00
104.19.141.225,4,4,0.00,6.22,0.00
104.25.64.8,4,4,0.00,6.23,0.00
104.19.94.1,4,4,0.00,6.23,0.00
104.17.185.81,4,4,0.00,6.23,0.00
104.17.60.97,4,4,0.00,6.23,0.00
104.25.12.87,4,4,0.00,6.23,0.00
104.19.242.148,4,4,0.00,6.23,0.00
104.17.91.147,4,4,0.00,6.24,0.00
104.17.218.54,4,4,0.00,6.24,0.00
104.17.42.182,4,4,0.00,6.24,0.00
104.19.208.64,4,4,0.00,6.24,0.00
104.17.19.89,4,4,0.00,6.24,0.00
104.24.230.221,4,4,0.00,6.25,0.00
104.25.86.202,4,4,0.00,6.25,0.00
104.25.210.17,4,4,0.00,6.25,0.00
104.25.58.121,4,4,0.00,6.25,0.00
104.25.158.181,4,4,0.00,6.25,0.00
104.17.242.75,4,4,0.00,6.25,0.00
104.19.207.205,4,4,0.00,6.26,0.00
104.19.165.170,4,4,0.00,6.26,0.00
104.25.101.24,4,4,0.00,6.26,0.00
104.19.171.16,4,4,0.00,6.26,0.00
104.25.190.37,4,4,0.00,6.26,0.00
104.17.125.138,4,4,0.00,6.26,0.00
104.18.250.204,4,4,0.00,6.27,0.00
104.19.10.200,4,4,0.00,6.27,0.00
104.17.151.142,4,4,0.00,6.27,0.00
104.17.157.102,4,4,0.00,6.28,0.00
104.25.47.43,4,4,0.00,6.28,0.00
104.25.109.223,4,4,0.00,6.29,0.00
104.17.56.196,4,4,0.00,6.29,0.00
172.67.180.245,4,4,0.00,6.29,0.00
104.17.241.110,4,4,0.00,6.30,0.00
104.25.97.2,4,4,0.00,6.30,0.00
104.17.38.47,4,4,0.00,6.30,0.00
104.25.40.40,4,4,0.00,6.30,0.00
104.25.167.26,4,4,0.00,6.30,0.00
172.67.148.22,4,4,0.00,6.30,0.00
104.19.205.39,4,4,0.00,6.30,0.00
104.19.139.240,4,4,0.00,6.31,0.00
104.17.49.162,4,4,0.00,6.31,0.00
104.18.207.190,4,4,0.00,6.31,0.00
104.17.9.254,4,4,0.00,6.31,0.00
104.17.66.239,4,4,0.00,6.31,0.00
104.19.59.207,4,4,0.00,6.31,0.00
104.17.106.172,4,4,0.00,6.32,0.00
104.20.10.231,4,4,0.00,6.32,0.00
104.19.54.253,4,4,0.00,6.32,0.00
104.25.82.143,4,4,0.00,6.32,0.00
104.19.101.188,4,4,0.00,6.32,0.00
104.17.22.215,4,4,0.00,6.33,0.00
104.17.176.160,4,4,0.00,6.33,0.00
104.17.158.64,4,4,0.00,6.33,0.00
104.19.83.175,4,4,0.00,6.33,0.00
104.18.171.200,4,4,0.00,6.33,0.00
104.25.186.236,4,4,0.00,6.33,0.00
104.17.245.227,4,4,0.00,6.33,0.00
104.19.52.89,4,4,0.00,6.33,0.00
104.19.25.36,4,4,0.00,6.34,0.00
104.19.61.39,4,4,0.00,6.35,0.00
172.67.208.184,4,4,0.00,6.35,0.00
104.18.38.186,4,4,0.00,6.35,0.00
104.25.177.246,4,4,0.00,6.35,0.00
104.17.76.31,4,4,0.00,6.35,0.00
104.19.28.108,4,4,0.00,6.35,0.00
104.19.199.68,4,4,0.00,6.36,0.00
104.17.92.159,4,4,0.00,6.36,0.00
104.19.164.120,4,4,0.00,6.36,0.00
104.19.218.59,4,4,0.00,6.36,0.00
104.25.102.69,4,4,0.00,6.36,0.00
104.17.96.199,4,4,0.00,6.37,0.00
104.25.24.104,4,4,0.00,6.38,0.00
104.17.144.164,4,4,0.00,6.38,0.00
104.19.89.49,4,4,0.00,6.38,0.00
104.18.236.13,4,4,0.00,6.39,0.00
104.17.152.146,4,4,0.00,6.39,0.00
104.19.100.43,4,4,0.00,6.39,0.00
104.18.6.104,4,4,0.00,6.39,0.00
104.19.18.123,4,4,0.00,6.39,0.00
104.20.14.210,4,4,0.00,6.39,0.00
104.25.23.62,4,4,0.00,6.39,0.00
104.18.5.201,4,4,0.00,6.39,0.00
104.17.168.11,4,4,0.00,6.39,0.00
104.25.137.114,4,4,0.00,6.39,0.00
104.19.99.0,4,4,0.00,6.40,0.00
104.17.164.116,4,4,0.00,6.40,0.00
104.17.238.253,4,4,0.00,6.40,0.00
104.19.11.9,4,4,0.00,6.40,0.00
104.18.132.53,4,4,0.00,6.40,0.00
104.17.149.188,4,4,0.00,6.40,0.00
104.19.153.241,4,4,0.00,6.40,0.00
104.19.134.25,4,4,0.00,6.40,0.00
104.19.136.24,4,4,0.00,6.41,0.00
104.19.115.241,4,4,0.00,6.41,0.00
104.18.89.234,4,4,0.00,6.42,0.00
104.17.229.25,4,4,0.00,6.42,0.00
104.19.22.74,4,4,0.00,6.42,0.00
104.25.161.69,4,4,0.00,6.42,0.00
104.20.16.159,4,4,0.00,6.43,0.00
104.17.203.250,4,4,0.00,6.43,0.00
104.19.49.40,4,4,0.00,6.43,0.00
104.17.227.195,4,4,0.00,6.43,0.00
104.18.145.245,4,4,0.00,6.43,0.00
104.19.103.102,4,4,0.00,6.43,0.00
104.19.29.246,4,4,0.00,6.44,0.00
104.19.82.209,4,4,0.00,6.44,0.00
104.19.187.245,4,4,0.00,6.44,0.00
104.19.154.217,4,4,0.00,6.44,0.00
104.25.125.182,4,4,0.00,6.44,0.00
104.17.137.214,4,4,0.00,6.45,0.00
104.25.141.247,4,4,0.00,6.45,0.00
104.18.219.245,4,4,0.00,6.45,0.00
104.17.179.75,4,4,0.00,6.45,0.00
104.17.153.30,4,4,0.00,6.45,0.00
104.25.80.5,4,4,0.00,6.45,0.00
104.25.160.86,4,4,0.00,6.46,0.00
104.16.243.246,4,4,0.00,6.46,0.00
104.17.138.172,4,4,0.00,6.46,0.00
104.25.39.243,4,4,0.00,6.46,0.00
104.25.78.19,4,4,0.00,6.46,0.00
104.17.133.229,4,4,0.00,6.46,0.00
104.20.22.126,4,4,0.00,6.46,0.00
104.19.125.172,4,4,0.00,6.46,0.00
104.25.54.199,4,4,0.00,6.46,0.00
104.18.190.105,4,4,0.00,6.46,0.00
104.25.113.10,4,4,0.00,6.47,0.00
104.18.133.217,4,4,0.00,6.47,0.00
104.18.205.220,4,4,0.00,6.47,0.00
104.20.23.80,4,4,0.00,6.47,0.00
104.25.52.195,4,4,0.00,6.47,0.00
104.17.159.180,4,4,0.00,6.47,0.00
104.17.155.88,4,4,0.00,6.47,0.00
104.25.92.190,4,4,0.00,6.47,0.00
104.25.79.208,4,4,0.00,6.47,0.00
104.17.230.149,4,4,0.00,6.47,0.00
104.17.135.124,4,4,0.00,6.47,0.00
104.18.234.71,4,4,0.00,6.48,0.00
104.25.35.171,4,4,0.00,6.48,0.00
104.25.87.232,4,4,0.00,6.48,0.00
104.17.163.129,4,4,0.00,6.48,0.00
104.18.209.6,4,4,0.00,6.49,0.00
104.19.44.180,4,4,0.00,6.49,0.00
104.17.120.168,4,4,0.00,6.49,0.00
104.17.211.79,4,4,0.00,6.49,0.00
104.17.104.13,4,4,0.00,6.49,0.00
104.19.198.79,4,4,0.00,6.49,0.00
104.24.248.111,4,4,0.00,6.49,0.00
104.25.33.25,4,4,0.00,6.49,0.00
104.17.78.184,4,4,0.00,6.49,0.00
104.18.136.179,4,4,0.00,6.49,0.00
104.24.235.74,4,4,0.00,6.49,0.00
104.20.40.221,4,4,0.00,6.49,0.00
104.17.69.191,4,4,0.00,6.50,0.00
104.19.123.97,4,4,0.00,6.50,0.00
104.19.108.78,4,4,0.00,6.50,0.00
104.19.0.54,4,4,0.00,6.50,0.00
104.18.113.180,4,4,0.00,6.50,0.00
104.17.199.36,4,4,0.00,6.50,0.00
104.17.129.104,4,4,0.00,6.50,0.00
104.18.57.118,4,4,0.00,6.50,0.00
104.19.112.111,4,4,0.00,6.50,0.00
104.17.115.82,4,4,0.00,6.50,0.00
104.25.111.126,4,4,0.00,6.51,0.00
104.25.26.250,4,4,0.00,6.51,0.00
104.25.201.126,4,4,0.00,6.51,0.00
104.19.24.249,4,4,0.00,6.51,0.00
104.25.139.58,4,4,0.00,6.51,0.00
104.25.16.68,4,4,0.00,6.51,0.00
104.18.52.51,4,4,0.00,6.51,0.00
104.25.27.175,4,4,0.00,6.52,0.00
104.25.117.135,4,4,0.00,6.52,0.00
104.19.13.243,4,4,0.00,6.52,0.00
104.17.77.149,4,4,0.00,6.53,0.00
104.19.189.16,4,4,0.00,6.53,0.00
104.17.108.164,4,4,0.00,6.53,0.00
104.18.232.216,4,4,0.00,6.53,0.00
104.17.114.202,4,4,0.00,6.53,0.00
104.19.185.175,4,4,0.00,6.53,0.00
104.19.86.89,4,4,0.00,6.53,0.00
104.20.6.63,4,4,0.00,6.53,0.00
162.159.94.73,4,4,0.00,6.54,0.00
104.25.85.218,4,4,0.00,6.54,0.00
104.19.1.10,4,4,0.00,6.55,0.00
104.19.201.151,4,4,0.00,6.55,0.00
104.17.239.116,4,4,0.00,6.56,0.00
104.25.84.175,4,4,0.00,6.56,0.00
104.17.57.112,4,4,0.00,6.56,0.00
104.18.221.251,4,4,0.00,6.56,0.00
104.20.19.229,4,4,0.00,6.56,0.00
104.19.151.83,4,4,0.00,6.57,0.00
104.19.26.119,4,4,0.00,6.58,0.00
104.17.20.91,4,4,0.00,6.58,0.00
104.24.244.128,4,4,0.00,6.58,0.00
172.64.144.76,4,4,0.00,6.58,0.00
104.19.106.164,4,4,0.00,6.58,0.00
104.25.28.188,4,4,0.00,6.58,0.00
104.25.170.86,4,4,0.00,6.58,0.00
104.18.7.157,4,4,0.00,6.59,0.00
104.18.56.217,4,4,0.00,6.59,0.00
104.19.114.174,4,4,0.00,6.60,0.00
104.19.192.3,4,4,0.00,6.60,0.00
104.25.179.218,4,4,0.00,6.61,0.00
104.18.34.195,4,4,0.00,6.61,0.00
104.19.138.237,4,4,0.00,6.61,0.00
104.17.128.113,4,4,0.00,6.61,0.00
104.19.232.92,4,4,0.00,6.61,0.00
104.25.32.15,4,4,0.00,6.61,0.00
104.18.230.230,4,4,0.00,6.61,0.00
104.17.156.62,4,4,0.00,6.61,0.00
104.17.72.61,4,4,0.00,6.61,0.00
104.19.149.68,4,4,0.00,6.62,0.00
162.159.95.226,4,4,0.00,6.62,0.00
104.19.65.175,4,4,0.00,6.62,0.00
104.25.99.204,4,4,0.00,6.62,0.00
104.19.251.133,4,4,0.00,6.62,0.00
104.17.85.197,4,4,0.00,6.63,0.00
104.20.31.135,4,4,0.00,6.63,0.00
104.18.206.162,4,4,0.00,6.63,0.00
104.25.59.42,4,4,0.00,6.63,0.00
104.18.80.136,4,4,0.00,6.63,0.00
104.17.95.232,4,4,0.00,6.64,0.00
104.19.179.196,4,4,0.00,6.64,0.00
104.17.111.173,4,4,0.00,6.64,0.00
104.17.117.170,4,4,0.00,6.64,0.00
104.25.72.76,4,4,0.00,6.64,0.00
104.18.114.19,4,4,0.00,6.65,0.00
104.25.103.124,4,4,0.00,6.65,0.00
104.25.162.82,4,4,0.00,6.65,0.00
104.17.82.49,4,4,0.00,6.65,0.00
104.19.23.252,4,4,0.00,6.66,0.00
104.19.234.136,4,4,0.00,6.66,0.00
104.18.111.210,4,4,0.00,6.66,0.00
104.17.109.14,4,4,0.00,6.66,0.00
104.19.119.89,4,4,0.00,6.66,0.00
104.20.27.40,4,4,0.00,6.66,0.00
104.18.43.236,4,4,0.00,6.67,0.00
104.19.231.91,4,4,0.00,6.67,0.00
104.19.245.18,4,4,0.00,6.67,0.00
104.20.21.186,4,4,0.00,6.68,0.00
104.17.59.225,4,4,0.00,6.68,0.00
104.19.46.250,4,4,0.00,6.68,0.00
104.18.192.45,4,4,0.00,6.69,0.00
104.19.122.110,4,4,0.00,6.69,0.00
104.17.75.215,4,4,0.00,6.69,0.00
104.20.25.92,4,4,0.00,6.69,0.00
104.17.226.137,4,4,0.00,6.69,0.00
104.25.95.87,4,4,0.00,6.70,0.00
104.18.184.106,4,4,0.00,6.70,0.00
104.19.142.70,4,4,0.00,6.70,0.00
172.67.207.93,4,4,0.00,6.71,0.00
104.19.105.217,4,4,0.00,6.71,0.00
104.19.31.115,4,4,0.00,6.71,0.00
104.18.125.139,4,4,0.00,6.72,0.00
104.18.102.89,4,4,0.00,6.72,0.00
172.64.75.109,4,4,0.00,6.72,0.00
104.18.185.55,4,4,0.00,6.72,0.00
104.20.8.40,4,4,0.00,6.72,0.00
104.19.177.209,4,4,0.00,6.73,0.00
172.65.89.168,4,4,0.00,6.73,0.00
104.17.171.62,4,4,0.00,6.73,0.00
104.19.116.23,4,4,0.00,6.73,0.00
172.64.91.177,4,4,0.00,6.73,0.00
104.25.49.31,4,4,0.00,6.74,0.00
104.25.14.104,4,4,0.00,6.74,0.00
104.25.67.130,4,4,0.00,6.75,0.00
104.25.174.74,4,4,0.00,6.75,0.00
104.25.114.25,4,4,0.00,6.75,0.00
104.17.235.19,4,4,0.00,6.75,0.00
104.18.180.104,4,4,0.00,6.75,0.00
104.20.18.213,4,4,0.00,6.75,0.00
172.67.176.43,4,4,0.00,6.75,0.00
104.25.65.235,4,4,0.00,6.76,0.00
104.17.126.105,4,4,0.00,6.76,0.00
104.17.88.182,4,4,0.00,6.76,0.00
104.19.197.218,4,4,0.00,6.76,0.00
104.17.212.244,4,4,0.00,6.76,0.00
104.25.91.25,4,4,0.00,6.77,0.00
172.64.176.127,4,4,0.00,6.77,0.00
162.159.0.30,4,4,0.00,6.77,0.00
104.25.121.180,4,4,0.00,6.78,0.00
104.18.63.18,4,4,0.00,6.78,0.00
104.25.77.206,4,4,0.00,6.78,0.00
104.18.95.201,4,4,0.00,6.78,0.00
172.67.64.56,4,4,0.00,6.78,0.00
104.25.108.160,4,4,0.00,6.79,0.00
104.19.194.157,4,4,0.00,6.79,0.00
104.25.122.241,4,4,0.00,6.79,0.00
172.65.93.245,4,4,0.00,6.79,0.00
104.18.249.42,4,4,0.00,6.80,0.00
172.67.195.197,4,4,0.00,6.80,0.00
104.25.20.173,4,4,0.00,6.80,0.00
104.25.66.232,4,4,0.00,6.80,0.00
104.17.145.158,4,4,0.00,6.80,0.00
104.18.172.106,4,4,0.00,6.81,0.00
104.20.28.81,4,4,0.00,6.81,0.00
104.19.203.146,4,4,0.00,6.81,0.00
104.18.115.239,4,4,0.00,6.82,0.00
104.25.180.186,4,4,0.00,6.82,0.00
104.17.141.242,4,4,0.00,6.82,0.00
104.19.221.88,4,4,0.00,6.82,0.00
104.18.247.249,4,4,0.00,6.82,0.00
104.17.173.212,4,4,0.00,6.83,0.00
162.159.93.217,4,4,0.00,6.83,0.00
104.19.47.133,4,4,0.00,6.83,0.00
104.19.97.101,4,4,0.00,6.83,0.00
104.19.93.197,4,4,0.00,6.83,0.00
162.159.22.55,4,4,0.00,6.84,0.00
104.19.5.125,4,4,0.00,6.84,0.00
104.19.6.160,4,4,0.00,6.84,0.00
104.19.160.122,4,4,0.00,6.85,0.00
104.18.126.122,4,4,0.00,6.85,0.00
104.19.228.221,4,4,0.00,6.85,0.00
104.25.163.155,4,4,0.00,6.85,0.00
104.18.117.230,4,4,0.00,6.86,0.00
104.18.17.37,4,4,0.00,6.86,0.00
104.18.103.62,4,4,0.00,6.86,0.00
104.18.14.90,4,4,0.00,6.87,0.00
104.19.182.54,4,4,0.00,6.87,0.00
104.18.13.90,4,4,0.00,6.87,0.00
162.159.4.57,4,4,0.00,6.88,0.00
104.19.214.41,4,4,0.00,6.88,0.00
104.18.166.189,4,4,0.00,6.88,0.00
104.25.153.51,4,4,0.00,6.88,0.00
104.18.147.183,4,4,0.00,6.88,0.00
104.19.14.19,4,4,0.00,6.89,0.00
104.19.41.245,4,4,0.00,6.89,0.00
104.25.63.62,4,4,0.00,6.89,0.00
104.18.156.248,4,4,0.00,6.89,0.00
104.19.239.192,4,4,0.00,6.89,0.00
104.17.167.41,4,4,0.00,6.90,0.00
104.17.220.76,4,4,0.00,6.90,0.00
104.19.254.170,4,4,0.00,6.90,0.00
104.18.153.148,4,4,0.00,6.91,0.00
104.18.239.7,4,4,0.00,6.91,0.00
104.18.175.254,4,4,0.00,6.91,0.00
104.19.16.192,4,4,0.00,6.91,0.00
172.64.186.231,4,4,0.00,6.91,0.00
104.19.63.157,4,4,0.00,6.92,0.00
104.20.36.201,4,4,0.00,6.92,0.00
104.19.33.252,4,4,0.00,6.92,0.00
104.19.135.101,4,4,0.00,6.92,0.00
104.19.210.137,4,4,0.00,6.93,0.00
104.19.21.104,4,4,0.00,6.93,0.00
104.25.155.89,4,4,0.00,6.93,0.00
104.17.98.97,4,4,0.00,6.94,0.00
104.19.102.227,4,4,0.00,6.94,0.00
104.18.203.210,4,4,0.00,6.94,0.00
104.18.150.94,4,4,0.00,6.95,0.00
104.18.119.139,4,4,0.00,6.95,0.00
104.18.178.153,4,4,0.00,6.95,0.00
104.19.250.214,4,4,0.00,6.95,0.00
104.20.15.190,4,4,0.00,6.95,0.00
104.17.250.10,4,4,0.00,6.96,0.00
104.19.34.62,4,4,0.00,6.96,0.00
104.17.182.8,4,4,0.00,6.96,0.00
104.17.71.63,4,4,0.00,6.97,0.00
104.19.132.120,4,4,0.00,6.97,0.00
104.19.140.81,4,4,0.00,6.97,0.00
104.25.25.26,4,4,0.00,6.97,0.00
104.19.91.127,4,4,0.00,6.97,0.00
104.18.39.83,4,4,0.00,6.97,0.00
104.18.212.92,4,4,0.00,6.98,0.00
104.19.241.29,4,4,0.00,6.98,0.00
104.19.152.195,4,4,0.00,6.98,0.00
104.17.134.180,4,4,0.00,6.99,0.00
104.18.61.198,4,4,0.00,6.99,0.00
172.67.186.145,4,4,0.00,6.99,0.00
104.18.214.213,4,4,0.00,7.00,0.00
104.18.50.167,4,4,0.00,7.00,0.00
104.19.249.9,4,4,0.00,7.01,0.00
104.19.170.235,4,4,0.00,7.01,0.00
104.17.183.129,4,4,0.00,7.02,0.00
172.64.149.90,4,4,0.00,7.02,0.00
104.19.8.173,4,4,0.00,7.02,0.00
104.25.132.237,4,4,0.00,7.03,0.00
104.18.112.121,4,4,0.00,7.03,0.00
172.67.178.217,4,4,0.00,7.03,0.00
104.18.223.8,4,4,0.00,7.03,0.00
104.20.38.12,4,4,0.00,7.03,0.00
104.19.236.233,4,4,0.00,7.04,0.00
104.19.247.122,4,4,0.00,7.05,0.00
104.19.169.83,4,4,0.00,7.05,0.00
104.17.146.174,4,4,0.00,7.05,0.00
104.18.199.153,4,4,0.00,7.06,0.00
104.19.17.139,4,4,0.00,7.06,0.00
104.19.173.178,4,4,0.00,7.06,0.00
104.18.94.158,4,4,0.00,7.06,0.00
104.19.9.99,4,4,0.00,7.07,0.00
104.18.215.6,4,4,0.00,7.07,0.00
104.25.76.222,4,4,0.00,7.07,0.00
104.25.156.234,4,4,0.00,7.07,0.00
104.19.243.100,4,4,0.00,7.08,0.00
104.20.4.146,4,4,0.00,7.08,0.00
104.25.116.74,4,4,0.00,7.08,0.00
104.20.2.43,4,4,0.00,7.08,0.00
104.19.183.117,4,4,0.00,7.08,0.00
104.17.41.139,4,4,0.00,7.08,0.00
104.18.35.161,4,4,0.00,7.09,0.00
104.17.174.157,4,4,0.00,7.09,0.00
104.17.162.21,4,4,0.00,7.09,0.00
104.25.105.45,4,4,0.00,7.09,0.00
104.19.184.92,4,4,0.00,7.10,0.00
104.25.100.87,4,4,0.00,7.10,0.00
104.19.56.48,4,4,0.00,7.10,0.00
104.19.60.130,4,4,0.00,7.10,0.00
172.64.155.178,4,4,0.00,7.10,0.00
104.19.81.84,4,4,0.00,7.10,0.00
104.18.202.114,4,4,0.00,7.11,0.00
104.19.124.44,4,4,0.00,7.11,0.00
104.19.168.226,4,4,0.00,7.11,0.00
104.17.105.177,4,4,0.00,7.12,0.00
172.64.156.214,4,4,0.00,7.12,0.00
104.25.83.66,4,4,0.00,7.12,0.00
104.18.146.61,4,4,0.00,7.12,0.00
172.64.152.1,4,4,0.00,7.12,0.00
172.64.151.83,4,4,0.00,7.12,0.00
104.18.116.128,4,4,0.00,7.12,0.00
172.67.201.116,4,4,0.00,7.13,0.00
104.19.230.176,4,4,0.00,7.13,0.00
172.64.157.171,4,4,0.00,7.14,0.00
104.18.163.48,4,4,0.00,7.14,0.00
104.19.158.166,4,4,0.00,7.14,0.00
104.17.99.212,4,4,0.00,7.14,0.00
104.25.142.80,4,4,0.00,7.15,0.00
104.18.241.169,4,4,0.00,7.15,0.00
104.19.71.63,4,4,0.00,7.15,0.00
104.18.255.48,4,4,0.00,7.15,0.00
104.19.67.185,4,4,0.00,7.16,0.00
104.17.97.3,4,4,0.00,7.16,0.00
104.18.110.187,4,4,0.00,7.17,0.00
104.18.70.145,4,4,0.00,7.17,0.00
104.18.130.94,4,4,0.00,7.17,0.00
172.64.148.145,4,4,0.00,7.17,0.00
104.18.45.136,4,4,0.00,7.18,0.00
104.19.69.227,4,4,0.00,7.19,0.00
104.19.224.40,4,4,0.00,7.19,0.00
